Month,District_State,MinTemperature
2013-07,"KINNAUR, HIMACHAL PRADESH",10.17850
2013-07,"ANANTNAG, JAMMU AND KASHMIR",11.29600
2013-07,"BADGAM, JAMMU AND KASHMIR",13.86500
2013-07,"SRINAGAR, JAMMU AND KASHMIR",13.86500
2003-03,"KARGIL, JAMMU AND KASHMIR",-31.91300
2003-03,"LADAKH, LADAKH",-26.11100
2003-03,"KINNAUR, HIMACHAL PRADESH",-14.74550
2003-03,"LAHUL AND SPITI, HIMACHAL PRADESH",-13.42000
2003-03,"BARAMULLA, JAMMU AND KASHMIR",-8.72900
2003-03,"KUPWARA, JAMMU AND KASHMIR",-8.07900
2003-03,"PULWAMA, JAMMU AND KASHMIR",-7.01000
2003-03,"ANANTNAG, JAMMU AND KASHMIR",-5.38100
2003-03,"BADGAM, JAMMU AND KASHMIR",-4.93800
2003-03,"SRINAGAR, JAMMU AND KASHMIR",-4.93800
2009-11,"KARGIL, JAMMU AND KASHMIR",-21.80000
2009-11,"LADAKH, LADAKH",-21.37600
2009-11,"LAHUL AND SPITI, HIMACHAL PRADESH",-9.78350
2009-11,"KINNAUR, HIMACHAL PRADESH",-6.13450
2009-11,"BARAMULLA, JAMMU AND KASHMIR",-5.98200
2009-11,"KUPWARA, JAMMU AND KASHMIR",-4.58100
2009-11,"KULU, HIMACHAL PRADESH",-4.06100
2009-11,"PULWAMA, JAMMU AND KASHMIR",-3.60900
2009-11,"ANANTNAG, JAMMU AND KASHMIR",-3.59400
2009-11,"BADGAM, JAMMU AND KASHMIR",-2.21200
2000-04,"KARGIL, JAMMU AND KASHMIR",-23.94500
2000-04,"LADAKH, LADAKH",-18.35950
2000-04,"KINNAUR, HIMACHAL PRADESH",-7.01950
2000-04,"LAHUL AND SPITI, HIMACHAL PRADESH",-6.37650
2000-04,"PULWAMA, JAMMU AND KASHMIR",-2.91600
2000-04,"BARAMULLA, JAMMU AND KASHMIR",-1.79600
2000-04,"KUPWARA, JAMMU AND KASHMIR",-1.15500
2000-04,"KULU, HIMACHAL PRADESH",0.61100
2000-04,"SRINAGAR, JAMMU AND KASHMIR",1.23100
2000-04,"BADGAM, JAMMU AND KASHMIR",1.23100
2000-11,"KARGIL, JAMMU AND KASHMIR",-31.69000
2000-11,"LADAKH, LADAKH",-21.56450
2000-11,"KINNAUR, HIMACHAL PRADESH",-15.38150
2000-11,"LAHUL AND SPITI, HIMACHAL PRADESH",-12.34300
2000-11,"PULWAMA, JAMMU AND KASHMIR",-10.75200
2000-11,"BARAMULLA, JAMMU AND KASHMIR",-9.42600
2000-11,"KUPWARA, JAMMU AND KASHMIR",-7.70400
2000-11,"SRINAGAR, JAMMU AND KASHMIR",-7.48400
2000-11,"BADGAM, JAMMU AND KASHMIR",-7.48400
2000-11,"KULU, HIMACHAL PRADESH",-6.82800
2006-01,"LADAKH, LADAKH",-35.08950
2006-01,"KARGIL, JAMMU AND KASHMIR",-32.02400
2006-01,"LAHUL AND SPITI, HIMACHAL PRADESH",-12.29950
2006-01,"KINNAUR, HIMACHAL PRADESH",-10.96300
2006-01,"BARAMULLA, JAMMU AND KASHMIR",-8.93200
2006-01,"KUPWARA, JAMMU AND KASHMIR",-7.54800
2006-01,"PULWAMA, JAMMU AND KASHMIR",-7.40100
2006-01,"SRINAGAR, JAMMU AND KASHMIR",-6.02400
2006-01,"BADGAM, JAMMU AND KASHMIR",-6.02400
2006-01,"KULU, HIMACHAL PRADESH",-4.73200
2012-09,"KARGIL, JAMMU AND KASHMIR",-5.27000
2012-09,"LADAKH, LADAKH",-3.70100
2012-09,"PULWAMA, JAMMU AND KASHMIR",2.97700
2012-09,"BARAMULLA, JAMMU AND KASHMIR",3.81200
2012-09,"KUPWARA, JAMMU AND KASHMIR",5.07100
2012-09,"KINNAUR, HIMACHAL PRADESH",6.50100
2012-09,"LAHUL AND SPITI, HIMACHAL PRADESH",7.13350
2012-09,"ANANTNAG, JAMMU AND KASHMIR",7.21700
2012-09,"BADGAM, JAMMU AND KASHMIR",9.89400
2012-09,"SRINAGAR, JAMMU AND KASHMIR",9.89400
2011-08,"KARGIL, JAMMU AND KASHMIR",-0.06200
2011-08,"LADAKH, LADAKH",1.72350
2011-08,"PULWAMA, JAMMU AND KASHMIR",7.00600
2011-08,"BARAMULLA, JAMMU AND KASHMIR",7.33600
2011-08,"KUPWARA, JAMMU AND KASHMIR",8.85300
2011-08,"LAHUL AND SPITI, HIMACHAL PRADESH",9.07450
2011-08,"KINNAUR, HIMACHAL PRADESH",9.93650
2011-08,"ANANTNAG, JAMMU AND KASHMIR",10.89700
2011-08,"PHEK, NAGALAND",11.85900
2011-08,"SRINAGAR, JAMMU AND KASHMIR",12.44800
2002-02,"KARGIL, JAMMU AND KASHMIR",-35.22500
2002-02,"LADAKH, LADAKH",-29.83100
2002-02,"KINNAUR, HIMACHAL PRADESH",-13.47000
2002-02,"LAHUL AND SPITI, HIMACHAL PRADESH",-12.99400
2002-02,"BARAMULLA, JAMMU AND KASHMIR",-10.59000
2002-02,"PULWAMA, JAMMU AND KASHMIR",-9.43700
2002-02,"KUPWARA, JAMMU AND KASHMIR",-9.22800
2002-02,"BADGAM, JAMMU AND KASHMIR",-7.35700
2002-02,"SRINAGAR, JAMMU AND KASHMIR",-7.35700
2002-02,"ANANTNAG, JAMMU AND KASHMIR",-6.03100
2007-10,"KARGIL, JAMMU AND KASHMIR",-18.14200
2007-10,"LADAKH, LADAKH",-17.19650
2007-10,"LAHUL AND SPITI, HIMACHAL PRADESH",-1.51800
2007-10,"KINNAUR, HIMACHAL PRADESH",-1.36400
2007-10,"BARAMULLA, JAMMU AND KASHMIR",1.79400
2007-10,"PHEK, NAGALAND",2.01700
2007-10,"ANANTNAG, JAMMU AND KASHMIR",2.96000
2007-10,"PULWAMA, JAMMU AND KASHMIR",2.98500
2007-10,"KULU, HIMACHAL PRADESH",3.30200
2007-10,"KUPWARA, JAMMU AND KASHMIR",3.62900
2002-10,"LADAKH, LADAKH",-14.36350
2002-10,"KARGIL, JAMMU AND KASHMIR",-11.41300
2002-10,"LAHUL AND SPITI, HIMACHAL PRADESH",-5.00650
2002-10,"KINNAUR, HIMACHAL PRADESH",-1.21700
2002-10,"PULWAMA, JAMMU AND KASHMIR",1.04000
2002-10,"BARAMULLA, JAMMU AND KASHMIR",1.19800
2002-10,"KUPWARA, JAMMU AND KASHMIR",2.86800
2002-10,"TAWANG, ARUNACHAL PRADESH",2.92200
2002-10,"ANANTNAG, JAMMU AND KASHMIR",3.10300
2002-10,"MON, NAGALAND",3.70400
2005-04,"LADAKH, LADAKH",-28.75900
2005-04,"KARGIL, JAMMU AND KASHMIR",-22.90900
2005-04,"LAHUL AND SPITI, HIMACHAL PRADESH",-7.48300
2005-04,"KINNAUR, HIMACHAL PRADESH",-6.59150
2005-04,"PULWAMA, JAMMU AND KASHMIR",-4.96600
2005-04,"BARAMULLA, JAMMU AND KASHMIR",-4.64100
2005-04,"KUPWARA, JAMMU AND KASHMIR",-2.55900
2005-04,"SRINAGAR, JAMMU AND KASHMIR",-1.26500
2005-04,"BADGAM, JAMMU AND KASHMIR",-1.26500
2005-04,"ANANTNAG, JAMMU AND KASHMIR",-0.09700
2006-12,"KARGIL, JAMMU AND KASHMIR",-30.76600
2006-12,"LADAKH, LADAKH",-30.18650
2006-12,"PULWAMA, JAMMU AND KASHMIR",-16.52300
2006-12,"KINNAUR, HIMACHAL PRADESH",-11.40250
2006-12,"LAHUL AND SPITI, HIMACHAL PRADESH",-11.10450
2006-12,"BARAMULLA, JAMMU AND KASHMIR",-6.48400
2006-12,"BADGAM, JAMMU AND KASHMIR",-6.45800
2006-12,"ANANTNAG, JAMMU AND KASHMIR",-5.77300
2006-12,"KUPWARA, JAMMU AND KASHMIR",-5.37100
2006-12,"KULU, HIMACHAL PRADESH",-5.00600
2011-04,"KARGIL, JAMMU AND KASHMIR",-27.83900
2011-04,"LADAKH, LADAKH",-24.55050
2011-04,"KUPWARA, JAMMU AND KASHMIR",-5.64600
2011-04,"PULWAMA, JAMMU AND KASHMIR",-5.54100
2011-04,"BARAMULLA, JAMMU AND KASHMIR",-5.53000
2011-04,"LAHUL AND SPITI, HIMACHAL PRADESH",-2.69350
2011-04,"KINNAUR, HIMACHAL PRADESH",-2.55450
2011-04,"ANANTNAG, JAMMU AND KASHMIR",-0.99300
2011-04,"BADGAM, JAMMU AND KASHMIR",1.97200
2011-04,"SRINAGAR, JAMMU AND KASHMIR",1.97200
2004-01,"KARGIL, JAMMU AND KASHMIR",-35.26400
2004-01,"LADAKH, LADAKH",-30.72050
2004-01,"KINNAUR, HIMACHAL PRADESH",-15.93450
2004-01,"LAHUL AND SPITI, HIMACHAL PRADESH",-15.85550
2004-01,"BARAMULLA, JAMMU AND KASHMIR",-11.34200
2004-01,"KUPWARA, JAMMU AND KASHMIR",-9.66400
2004-01,"PULWAMA, JAMMU AND KASHMIR",-9.49800
2004-01,"SRINAGAR, JAMMU AND KASHMIR",-7.34800
2004-01,"BADGAM, JAMMU AND KASHMIR",-7.34800
2004-01,"KULU, HIMACHAL PRADESH",-7.06100
2011-09,"KARGIL, JAMMU AND KASHMIR",-3.73500
2011-09,"LADAKH, LADAKH",-2.79300
2011-09,"PULWAMA, JAMMU AND KASHMIR",3.76500
2011-09,"BARAMULLA, JAMMU AND KASHMIR",4.02500
2011-09,"KINNAUR, HIMACHAL PRADESH",5.21700
2011-09,"KUPWARA, JAMMU AND KASHMIR",5.66200
2011-09,"LAHUL AND SPITI, HIMACHAL PRADESH",6.60000
2011-09,"ANANTNAG, JAMMU AND KASHMIR",7.66200
2011-09,"KULU, HIMACHAL PRADESH",9.42400
2011-09,"PITHORGARH, UTTARAKHAND",10.00800
2003-08,"KARGIL, JAMMU AND KASHMIR",-1.01800
2003-08,"LADAKH, LADAKH",-0.18300
2003-08,"LAHUL AND SPITI, HIMACHAL PRADESH",6.86950
2003-08,"KINNAUR, HIMACHAL PRADESH",7.44450
2003-08,"BARAMULLA, JAMMU AND KASHMIR",7.97500
2003-08,"PULWAMA, JAMMU AND KASHMIR",8.31100
2003-08,"BADGAM, JAMMU AND KASHMIR",9.63100
2003-08,"SRINAGAR, JAMMU AND KASHMIR",9.63100
2003-08,"KUPWARA, JAMMU AND KASHMIR",9.74200
2003-08,"KULU, HIMACHAL PRADESH",9.75400
2013-08,"KARGIL, JAMMU AND KASHMIR",0.53600
2013-08,"LADAKH, LADAKH",2.16950
2013-08,"PULWAMA, JAMMU AND KASHMIR",7.48000
2013-08,"BARAMULLA, JAMMU AND KASHMIR",8.13700
2013-08,"KINNAUR, HIMACHAL PRADESH",8.90650
2013-08,"KUPWARA, JAMMU AND KASHMIR",8.98700
2013-08,"LAHUL AND SPITI, HIMACHAL PRADESH",9.09350
2013-08,"ANANTNAG, JAMMU AND KASHMIR",11.94400
2013-08,"KULU, HIMACHAL PRADESH",12.99900
2013-08,"BADGAM, JAMMU AND KASHMIR",13.16200
2002-01,"KARGIL, JAMMU AND KASHMIR",-36.58300
2002-01,"LADAKH, LADAKH",-32.79200
2002-01,"KINNAUR, HIMACHAL PRADESH",-15.15250
2002-01,"LAHUL AND SPITI, HIMACHAL PRADESH",-15.12600
2002-01,"PULWAMA, JAMMU AND KASHMIR",-14.88600
2002-01,"BARAMULLA, JAMMU AND KASHMIR",-11.25200
2002-01,"KUPWARA, JAMMU AND KASHMIR",-9.39900
2002-01,"ANANTNAG, JAMMU AND KASHMIR",-7.82500
2002-01,"TAWANG, ARUNACHAL PRADESH",-7.67300
2002-01,"KULU, HIMACHAL PRADESH",-7.52600
2011-07,"KARGIL, JAMMU AND KASHMIR",-1.96300
2011-07,"LADAKH, LADAKH",0.51400
2011-07,"PULWAMA, JAMMU AND KASHMIR",6.60000
2011-07,"BARAMULLA, JAMMU AND KASHMIR",7.35900
2011-07,"LAHUL AND SPITI, HIMACHAL PRADESH",8.52100
2011-07,"KINNAUR, HIMACHAL PRADESH",8.53100
2011-07,"KUPWARA, JAMMU AND KASHMIR",9.05700
2011-07,"ANANTNAG, JAMMU AND KASHMIR",11.57600
2011-07,"BADGAM, JAMMU AND KASHMIR",13.42900
2011-07,"SRINAGAR, JAMMU AND KASHMIR",13.42900
2011-10,"KARGIL, JAMMU AND KASHMIR",-22.32600
2011-10,"LADAKH, LADAKH",-12.64900
2011-10,"PULWAMA, JAMMU AND KASHMIR",-2.41200
2011-10,"BARAMULLA, JAMMU AND KASHMIR",-1.87500
2011-10,"KUPWARA, JAMMU AND KASHMIR",-0.98600
2011-10,"LAHUL AND SPITI, HIMACHAL PRADESH",1.35450
2011-10,"KINNAUR, HIMACHAL PRADESH",1.76050
2011-10,"ANANTNAG, JAMMU AND KASHMIR",2.37100
2011-10,"PITHORGARH, UTTARAKHAND",3.17100
2011-10,"PHEK, NAGALAND",5.10700
2004-12,"KARGIL, JAMMU AND KASHMIR",-36.14200
2004-12,"LADAKH, LADAKH",-30.00900
2004-12,"LAHUL AND SPITI, HIMACHAL PRADESH",-11.83350
2004-12,"KINNAUR, HIMACHAL PRADESH",-10.72650
2004-12,"BARAMULLA, JAMMU AND KASHMIR",-8.88900
2004-12,"PULWAMA, JAMMU AND KASHMIR",-7.65600
2004-12,"KUPWARA, JAMMU AND KASHMIR",-7.33600
2004-12,"KULU, HIMACHAL PRADESH",-6.89100
2004-12,"BADGAM, JAMMU AND KASHMIR",-5.97900
2004-12,"SRINAGAR, JAMMU AND KASHMIR",-5.97900
2008-11,"KARGIL, JAMMU AND KASHMIR",-22.40500
2008-11,"LADAKH, LADAKH",-21.17250
2008-11,"KINNAUR, HIMACHAL PRADESH",-7.20000
2008-11,"BARAMULLA, JAMMU AND KASHMIR",-5.09300
2008-11,"LAHUL AND SPITI, HIMACHAL PRADESH",-4.54550
2008-11,"PULWAMA, JAMMU AND KASHMIR",-3.47800
2008-11,"KUPWARA, JAMMU AND KASHMIR",-3.27700
2008-11,"KULU, HIMACHAL PRADESH",-2.50100
2008-11,"BADGAM, JAMMU AND KASHMIR",-2.16500
2008-11,"SRINAGAR, JAMMU AND KASHMIR",-2.16500
2004-03,"LADAKH, LADAKH",-29.76800
2004-03,"KARGIL, JAMMU AND KASHMIR",-28.80100
2004-03,"KINNAUR, HIMACHAL PRADESH",-5.81500
2004-03,"LAHUL AND SPITI, HIMACHAL PRADESH",-5.44750
2004-03,"BARAMULLA, JAMMU AND KASHMIR",-3.45600
2004-03,"PULWAMA, JAMMU AND KASHMIR",-3.16700
2004-03,"KUPWARA, JAMMU AND KASHMIR",-2.17300
2004-03,"SRINAGAR, JAMMU AND KASHMIR",-1.04200
2004-03,"BADGAM, JAMMU AND KASHMIR",-1.04200
2004-03,"SENAPATI, MANIPUR",-0.85800
2004-08,"KARGIL, JAMMU AND KASHMIR",-3.29000
2004-08,"LADAKH, LADAKH",-2.46950
2004-08,"LAHUL AND SPITI, HIMACHAL PRADESH",6.87000
2004-08,"KINNAUR, HIMACHAL PRADESH",7.02800
2004-08,"BARAMULLA, JAMMU AND KASHMIR",8.55900
2004-08,"KULU, HIMACHAL PRADESH",8.65300
2004-08,"PULWAMA, JAMMU AND KASHMIR",9.15200
2004-08,"KUPWARA, JAMMU AND KASHMIR",9.43700
2004-08,"BADGAM, JAMMU AND KASHMIR",10.61000
2004-08,"SRINAGAR, JAMMU AND KASHMIR",10.61000
2001-02,"KARGIL, JAMMU AND KASHMIR",-26.84400
2001-02,"LADAKH, LADAKH",-26.36450
2001-02,"LAHUL AND SPITI, HIMACHAL PRADESH",-14.74800
2001-02,"KINNAUR, HIMACHAL PRADESH",-14.62550
2001-02,"PULWAMA, JAMMU AND KASHMIR",-11.53700
2001-02,"SENAPATI, MANIPUR",-8.94400
2001-02,"ANANTNAG, JAMMU AND KASHMIR",-8.59600
2001-02,"BARAMULLA, JAMMU AND KASHMIR",-8.17400
2001-02,"KUPWARA, JAMMU AND KASHMIR",-7.08900
2001-02,"BADGAM, JAMMU AND KASHMIR",-6.15200
2009-12,"LADAKH, LADAKH",-23.53050
2009-12,"KARGIL, JAMMU AND KASHMIR",-23.13200
2009-12,"KINNAUR, HIMACHAL PRADESH",-8.75750
2009-12,"LAHUL AND SPITI, HIMACHAL PRADESH",-8.51400
2009-12,"BARAMULLA, JAMMU AND KASHMIR",-5.96800
2009-12,"PULWAMA, JAMMU AND KASHMIR",-5.05400
2009-12,"KUPWARA, JAMMU AND KASHMIR",-4.59400
2009-12,"BADGAM, JAMMU AND KASHMIR",-4.41100
2009-12,"SRINAGAR, JAMMU AND KASHMIR",-4.29800
2009-12,"KULU, HIMACHAL PRADESH",-4.26000
2003-09,"KARGIL, JAMMU AND KASHMIR",-8.98900
2003-09,"LADAKH, LADAKH",-7.20900
2003-09,"BARAMULLA, JAMMU AND KASHMIR",0.86400
2003-09,"LAHUL AND SPITI, HIMACHAL PRADESH",1.44100
2003-09,"PULWAMA, JAMMU AND KASHMIR",2.52400
2003-09,"KINNAUR, HIMACHAL PRADESH",3.05150
2003-09,"SRINAGAR, JAMMU AND KASHMIR",3.74100
2003-09,"BADGAM, JAMMU AND KASHMIR",3.74100
2003-09,"KUPWARA, JAMMU AND KASHMIR",4.03600
2003-09,"ANANTNAG, JAMMU AND KASHMIR",4.72900
2000-06,"KARGIL, JAMMU AND KASHMIR",-15.09600
2000-06,"LADAKH, LADAKH",-4.72000
2000-06,"LAHUL AND SPITI, HIMACHAL PRADESH",4.77600
2000-06,"KINNAUR, HIMACHAL PRADESH",4.93600
2000-06,"BARAMULLA, JAMMU AND KASHMIR",5.54700
2000-06,"PULWAMA, JAMMU AND KASHMIR",6.70900
2000-06,"KUPWARA, JAMMU AND KASHMIR",7.09800
2000-06,"SRINAGAR, JAMMU AND KASHMIR",8.47300
2000-06,"BADGAM, JAMMU AND KASHMIR",8.47300
2000-06,"UPPER SIANG, ARUNACHAL PRADESH",8.50500
2007-06,"KARGIL, JAMMU AND KASHMIR",-7.92900
2007-06,"LADAKH, LADAKH",-4.24500
2007-06,"KINNAUR, HIMACHAL PRADESH",5.15850
2007-06,"LAHUL AND SPITI, HIMACHAL PRADESH",6.58250
2007-06,"BARAMULLA, JAMMU AND KASHMIR",6.84900
2007-06,"PULWAMA, JAMMU AND KASHMIR",7.74000
2007-06,"KUPWARA, JAMMU AND KASHMIR",8.62500
2007-06,"SRINAGAR, JAMMU AND KASHMIR",9.41400
2007-06,"BADGAM, JAMMU AND KASHMIR",9.41400
2007-06,"KULU, HIMACHAL PRADESH",10.63300
2008-07,"KARGIL, JAMMU AND KASHMIR",-1.69600
2008-07,"LADAKH, LADAKH",0.25750
2008-07,"KINNAUR, HIMACHAL PRADESH",7.78300
2008-07,"LAHUL AND SPITI, HIMACHAL PRADESH",8.92100
2008-07,"PULWAMA, JAMMU AND KASHMIR",10.19100
2008-07,"BARAMULLA, JAMMU AND KASHMIR",10.27800
2008-07,"KULU, HIMACHAL PRADESH",10.83200
2008-07,"KUPWARA, JAMMU AND KASHMIR",11.41500
2008-07,"BADGAM, JAMMU AND KASHMIR",11.52700
2008-07,"SRINAGAR, JAMMU AND KASHMIR",11.52700
2010-05,"KARGIL, JAMMU AND KASHMIR",-8.02800
2010-05,"LADAKH, LADAKH",-7.56800
2010-05,"BARAMULLA, JAMMU AND KASHMIR",1.46000
2010-05,"LAHUL AND SPITI, HIMACHAL PRADESH",1.63700
2010-05,"KINNAUR, HIMACHAL PRADESH",1.82050
2010-05,"KUPWARA, JAMMU AND KASHMIR",2.91100
2010-05,"PULWAMA, JAMMU AND KASHMIR",4.12000
2010-05,"BADGAM, JAMMU AND KASHMIR",5.70400
2010-05,"SRINAGAR, JAMMU AND KASHMIR",5.70400
2010-05,"ANANTNAG, JAMMU AND KASHMIR",6.45300
2003-11,"KARGIL, JAMMU AND KASHMIR",-29.69100
2003-11,"LADAKH, LADAKH",-19.53350
2003-11,"KINNAUR, HIMACHAL PRADESH",-9.62100
2003-11,"LAHUL AND SPITI, HIMACHAL PRADESH",-8.05500
2003-11,"BARAMULLA, JAMMU AND KASHMIR",-5.75600
2003-11,"PULWAMA, JAMMU AND KASHMIR",-5.49100
2003-11,"KUPWARA, JAMMU AND KASHMIR",-4.05100
2003-11,"KULU, HIMACHAL PRADESH",-3.16100
2003-11,"BADGAM, JAMMU AND KASHMIR",-2.61600
2003-11,"SRINAGAR, JAMMU AND KASHMIR",-2.61600
2009-09,"LADAKH, LADAKH",-5.45450
2009-09,"KARGIL, JAMMU AND KASHMIR",-4.90800
2009-09,"LAHUL AND SPITI, HIMACHAL PRADESH",4.49050
2009-09,"KINNAUR, HIMACHAL PRADESH",5.24200
2009-09,"BARAMULLA, JAMMU AND KASHMIR",5.64800
2009-09,"PULWAMA, JAMMU AND KASHMIR",6.25200
2009-09,"SRINAGAR, JAMMU AND KASHMIR",7.55500
2009-09,"BADGAM, JAMMU AND KASHMIR",7.55500
2009-09,"KUPWARA, JAMMU AND KASHMIR",7.63300
2009-09,"ANANTNAG, JAMMU AND KASHMIR",8.40300
2011-02,"LADAKH, LADAKH",-35.23050
2011-02,"KARGIL, JAMMU AND KASHMIR",-34.03300
2011-02,"BARAMULLA, JAMMU AND KASHMIR",-8.86700
